key,time,event,hold_time,flight_time
h,1723884017.2048893,press,0.09767460823059082,
e,1723884017.5033398,press,0.08048391342163086,0.8856751918792725
l,1723884018.5129209,press,0.10105323791503906,0.11509227752685547
l,1723884018.6617055,press,0.08213186264038086,0.1238703727722168
space,1723884018.8987756,press,0.14325952529907227,0.046504974365234375
j,1723884019.7123036,press,0.1792891025543213,0.05995988845825195
u,1723884019.918455,press,0.08697891235351562,0.8049173355102539
l,1723884020.138838,press,0.10327768325805664,0.1336359977722168
i,1723884020.306235,press,0.06621599197387695,0.1794900894165039
u,1723884020.61933,press,-5.632398843765259,0.09646296501159668
s,1723884020.8967218,press,0.11542558670043945,0.9019455909729004
space,1723884021.095981,press,-4.844357490539551,0.04127907752990723
k,1723884022.010514,press,-6.2516210079193115,0.028031110763549805
a,1723884022.2180483,press,-1.1530139446258545,0.08716988563537598
z,1723884022.4592254,press,0.16367483139038086,0.10843420028686523
i,1723884022.539363,press,0.14539837837219238,0.6038751602172852
b,1723884022.8452349,press,-6.506140232086182,1.5614428520202637
w,1723884023.046607,press,-2.5839781761169434,0.06984353065490723
e,1723884023.2596445,press,-7.343426704406738,0.14953112602233887
space,1723884023.430809,press,-12.508586406707764,0.6087393760681152
y,1723884024.4421153,press,-9.885283708572388,0.17005228996276855
o,1723884024.6512828,press,-7.509659767150879,0.1976609230041504
u,1723884024.8449442,press,,
r,1723884025.0826397,press,,
space,1723884025.2514498,press,,
g,1723884025.7682147,press,,
o,1723884025.956679,press,,
o,1723884026.1335225,press,,
d,1723884026.3573384,press,,
enter,1723884027.1248884,press,,
s,1723884028.682172,press,,
j,1723884028.732232,press,,
a,1723884028.8317297,press,,
k,1723884028.8907423,press,,
d,1723884029.1049914,press,,
j,1723884029.1320012,press,,
k,1723884029.4409196,press,,
e,1723884029.8923812,press,,
e,1723884030.135832,press,,
u,1723884030.1998148,press,,
i,1723884030.3347783,press,,
e,1723884030.528051,press,,
w,1723884030.6728413,press,,
esc,1723884031.745582,press,,
